"","text"
"2479","keren mudah aplikasi nya tp keterangan utk jenis pesawat   jenis pesawat  kalo    app sebelah good job"
"2480","konfirmasi pemesanan tiket mohon utk sy  informasi terkait pemesanan tiket garuda indonesia djj  bik tgl maret yg  sy lakukan pembayaran  mobile banking bni   skrg status tiket dlm proses  sy konfirmasi  cs via tlp  email    tanggapan  "
"2481","pelayanan bagus pilihan diskonnya  harganya  bersaing"
"2482","pembohong  diskon  pas dicoba  ulang  ulang  mulu  diskon gak  dipake iklan doang "
"2483"," bertambah  koq  merosot pelayanan  buka aplikasi  pesan tiket eeee  disuruh update  diupdate muteeeerrrrgk selesai  wifi  rumah  gk  yg pake  males deh buka aplikasinya "
"2484","  aplikasinya eror ya  gak  mesan tiket   ngasih promo gledek  aplikasinya eror gk bsa mesan tolong   perbaiki"
"2485","iklannya    jual tiket kapal laut tp   download ngga  penjualan tiket kapal lautnya aplikasi penipu"
"2486","ga bs langsung update  apps  udah dibayar tp yg bagus  konfirm via wa keren"
"2487","   booking gabisa yatulisannya trjadi kesalahan trus"
"2488","harga lumayan kompetitif channel pembayaran   time limit pembayaran   keren"
"2489","aplikasi yg  membantu mengatur   yg berkaitan  liburan pokoke jempol  aplikasi "
"2490","mantaappp  yg tercepatserta mudah  pencarian"
"2491","bagus aplikasinya gk ribet n byk pilihan  pembayarannya"
"2492","  pesan tiket  tertera dipemesanan  nominal harga  point yg     membeli  pointnya gk dapet ya gimana ni tolong  terkait aplikasi   konfirmasi     penjelasan    point  "
"2493","maaf   bayar    konfirmasi   pesan  orang  bayar   tiketnya  terbit "
"2494","buka harga murah   beli gak   lakukan pembayaran   aja php aplikasi nya"
"2495","  kemarin bikin form pemesanan  gabisa  butuh banget tiket it team please fix this edit  udah  isi form  pengisian email pemesan ga  diisi hmmmm"
"2496","harga gledek rute domestiknya gak  yg rute luarnya gak  booking mesti pakai internet  fast"
"2497"," promo harga gledek  input email  pemesanan  "
"2498","assalamualaikum admin mohon  bantu  kesulitan   menghubungi cs nya  berharihari  sibuk pulsa udah kemakan berpuluh ribu  email   gak  balasan   reschedule tiket pesawat  keluhan   respon   bintang nya"
"2499"," promo  error payahtix poin hilang data  hilang masak  hapus aplikasi  trus unduh    disengaja aplikasi   error "
"2500","  proses cepat aplikasinya hebat  sayang   tertera no rekening bank bri  atm bri  mempermudah pembayaran"
"2501","salah  applikasi pembelian tiket on line  terinstal  hp   aplikasinya lumayan bagusuntuk loket pembayarannyapun mudahbisa  indomart alfamard  via bank  promo tikat murah   ln"
"2502"," membantu untk pemesanan tiket praktis"
"2503","mudah   pesanan nya  cepat murah geledek"
"2504"," banget dapet diskon lanjutkan terimakasi  suka  tiket com"
"2505","mempermudah  utk mencari tiket perjalanan  harga  relatif murah   promo murah    suksess slalu"
"2506"," ragu krn gw  pakai yg    mantap promonya  biasatnks ya"
"2507"," menyebalkan  keterangan tiket  tersedia giliran  booking gak   keterangan kursi  habis  yg  aplikasi  baca salam dancox  "
"2508"," biasabaru download aplikasilangsung pesen tiketlangsung  diskonsemoga   nya    "
"2509","aplikasi nya mudah    promo nya menguntungkan"
"2510"," ea  kemaringk  lihat paktoran harga  susa ni mw berngaktgk munculharga ny"
"2511","tiket gledek  gak  booking  tau  yg yg minat perbaiki apps nya  biar gk down  "
"2512","   memesan  harga gledek haduh perbaiki  servernya    pesen  g  gimana cuk   harg gledek"
"2513"," sayang nya cepat banget promo gledek nya abis selbih nya bagis  kasih promo  harga tiket pesawat ngerih   jaman harga tiket mahal"
"2514","mantap aplikasinya   promo nya   wing air krn  seting  maskapai   simeulue island"
"2515","aplikasi bagus usefull terintegrasi  yg terpenting  diskon"
"2516"," dah transfer  kode booking gak  kirim  udah tlpn  no cs tp  suruh nunggu konfirmasi  jg gak  kaya gini tp skrg jelek banget ni aplikasi gx kaya aplikasi tiket sebelahkalo   eror aplikasi anjing tlpn cs ga  angkat udah ngabisin pulsa rb"
"2517","promo gledek  harga tiket pesawat dinaikin   dikasih potongan  aja boong   aja  harga normal   dr strategi marketing aja mending promo mingguan  pfftt"
"2518","bagus     pembayaran   resume pesanan yg   utk  pesanan yg  sdh   "
"2519","   order    dicoba  kali  gagal  promo disana   mengelabui    karna diapplikasi  lancar  mohon petunjuk"
"2520","kecewa bnget harga geledeknya tdk berfungsi  transaksi  error trus"
"2521","diskon yg  tampilkan  trick pemasaran  ga sesuai  kenyataannya"
"2522","keren  membantu keuangan  karna hemat  prosesnya cepat terpercaya"
"2523","bagusssss aplikasinya tp  harga tiket msh  mahal  dipakai promo nya"
"2524","promo gledektapi susah pesan halaman  error"
"2525","aplikasi bagus  membantu harga relatif  murah thanks"
"2526","  menyukai tiket com online mudahmudahan  menghantarkan     tujuan  gratisterutama ketemu keluarga terimakasih ya tiket online"
"2527","    error sih minpadahal dlu kagak  kaya gini tolong   tingkatkan sistemnyabiar  pelanggan kagak lari  applikasi tetangga"
"2528"," update sebelunya   update yg  gk  perubahan  jadwal kreta gk mumcul oowh   paham update   perbaikan bugs  promo  ya"
"2529"," buka  ad pemberitahuan dlm proses maintenance    issue tiket"
"2530","  update tiketcomnya   warning utk update tp  diupdate gak  masuk   akunemail  muncul warning wrong token  ya   pengguna tiket com     terdaftar akun  mohon solusinya tks"
"2531"," kecewarespon   selebihnya  cs sibuk   berpuluh kali telpndi email     jadwal keberangkatan suami  besokbalikin uang "
"2532","mantap   promo diskon tiket nya    harga "
"2533","app taek kalo gak  update  ga   buka uninstal"
"2534","gara aplikasinya eror  gk  berangkat   tujuan qlo promonya php mending gk  deh   promo gledek  taunya aplikasinya  eror "
"2535","   promo gede aplikasi  gak  berfungsi  mmng gak  kasih diskon gede gak  munculin promo  namanya mental rendah  dipuji tp sistem bermasalah   promo sistem  berfungsi   pas  ha promo gede   sistem gak  berfungis"
"2536"," update loading respon proses   beda  tiketloka  cepat"
"2537"," diperbarui  gak  login yah wrong token"
"2538","semenjak update barusan trus pesen tiket event knpa aplikasinya gk bsa dibuka tulisannya   jringan aman hp gw  aman payah nih gimana nasib tiket event gw"
"2539","  promo geledek kalo   booking  gak  buruk bangett"
"2540","yg  harga gledek  lion airsama aja  harga tiket  miringtapi harga bagasinya selangit"
"2541","iklan promo doang lo koarabis upgrade susah dibukaperbaiki  bos server  database taulah kalo yg akses   jd gak downtata kelola aplikasi ya msh berantakan"
"2542","   lonjakan  bikin promo ngaca donk ama products  sprti tokopedia lazada dll yg  promo  otomatis   terima lonjakan    d  tercoreng karna gagal transaksi buka rute bpn sub ajah gk  buang ajah promo nya gk "
"2543"," harga     tampilan  tercantum xxxx pas dibuka  berubah  xxxxx"
"2544","payah website  app nya lodingnya  banget  gagal bikin kesel aja "
"2545","aplikasi lelet  lemot loading  lamaaaaaa  jam tetep aja  loading  masuk"
"2546","giliran  promo gledek  order server gangguan udah coba  berkali ga  "
"2547"," kali pakai  bagus   pemakaian  pemesanan  bagus  loading    voucher     mohon  perbaiki  trims"
"2548","updatean    bikin pencarian penerbangan lambat   gagal menemukan"
"2549","proses refund    cs berbeda    beli tiket  transfer  eror diaplikasi tiket hangus not recommended semoga  perbaikan  kecewa"
"2550"," buka  mencari tiket kereta  memuaskan    pesanan booking    konfirmasi    mentransfer nya    tolong kembalikan uang "
"2551","min psanan sy gimana ne udh  bayar tp status nya  menunggu pembayaran skrg  kadaluarsaaplikasi nya error komplain  email gak  balasan telp cs sibuk mulu"
"2552","   jaringan nya lelet  masuk masuk  jam yg      pesan tiket   "
"2553","   buka aplikasinya   merespon    masuk  sinyal  bagus  kendala      buka aplikasinya"
"2554","aplikasi gk   didownload dibuka gk  loading mulu akhirny gue instal  nyesel download "
"2555","  hasil pencarian munculnya garuda ya gak   "
"2556","servernya lemot bangetmohon aplikasinya  simplecara pembayarannya jg  ribet"
"2557","mohon info    pesen tiket  blank page  form pemesanannya   upgrade   susah    pemesanan"
"2558","detail pesanan  lengkap   kesediaan bagasi"
"2559"," koq  masuk k apli ny susah banget ya slalu gangguan sinyal mulu  kalo buka apli sebelah  langsung masuk brarti  gangguan sinyal nih"
"2560","mengecewakan aplikasi nya  terbuka   nya promonya ga   kecewa"
"2561","tipu udah nunggu lamaeh pas  akses  errorsamber gledek telebagus pindah  trevelokadahhh"
"2562"," download apps   aplikasi berat utk dibuka bintang  full  aplikasi dpt dibuka dgn mudah kyk aplikasi tetangga perbaiki aplikasi secepatnya trims"
"2563"," pesan tiket aja sulitnya  main  masukin data udah sejam   aja erornot recomended gak cocok  pebisnisbye gw uninstall"
"2564"," membantuberkat  promo   pemasukan sampingan tingkatkan promonya"
"2565","  lancar  kendalahanya  checkin online "
"2566","aplikasinya udah bagus seneng   promo   kasih saran   booking tiket pesawat   pilih  duduk langsung  aplikasi"
"2567"," promosi   point  yg  ditukarkan  tiket pesawat kereta  hotel"
"2568"," membantu utk kebutuhan bepergian  utk  kota"
"2569"," mudahcpt  kode booking stlh dibayardan bonus nya lumayan"
"2570"," mantap danok    pesawat   tampil    pesawat nam air tlg  perbaiki  aplikasinya"
"2571","cepat mudah  praktis     perjalanan   direncanakan "
"2572"," ditingkatkan fitur filter pencariannya"
"2573","aplikasi yg sangan membantu   yg   bepergian"
"2574"," membantu   promonya sayang  segi pencarian tiket kereta lebaran susah bgt opsi pembayaran   pilihan   opsi pembayaran  pay ato pay kalo  fitur kyk payter    membantu"
"2575"," singkat gampang jalankan aplikasinya  byk promo"
"2576","no pesanan   bayar tp etiket g terbit  kadaluarsa  kirim bukti mutasi  dipetsulit ribet g kayak sebelah peduli banget  cstomernya"
"2577","bagus cuman klo  reschedule g  info dr tiket com   dtmbahin fitur sperti "
"2578","keren tiket tersedia  murah  diskonnya ok deh"
"2579"," membantu klo  cari tiket murah    diskon tambahan nya"
"2580","memudahkan  membantu cari tiket  hotel harga terbaik terimakasih"
"2581"," membantu traveling  bnyk discount  promo menarik"
"2582","download app  krna liat iklan  fb ktanya medanjkt k eh abis download  coba browsing tiket smpe stgh  kedepan   jt    php sakit tau gak udh kenyang loh   php in   knp app  hrs ikutan nge php in   tuh ga bs diginiin kak"
"2583","  pesan  kali tiket pesawat   mudah cepat  promo pokok nya bagus deh"
"2584"," mudah  pencariannya cepat harganya   terjangkau  harga "
"2585"," membantuu  dlm cek harga tiket hotel dlllebih simpel"
"2586","tikek com   biasasangat membantu sayasaya cari tiket pesawat  gampang harga  murah   terima kasih tiket com"
"2587"," cepat mudah mencari info  pembelian tiket hotel"
"2588","mudah murah  cepat  menit  selesai   mobile banking   malam"
"2589"," mudah  cepat mencari tiket pesawat  harga terbaik "
"2590","aplikasi   kadang data yg muncul tdk  dgn ketersediaan tiket"
"2591","puas pake aplikasi  booking mudah diskon  teruuuuss "
"2592","memuaskan  mudah transaksinya  promonya"
"2593"," ribet dibandingkan app tetangga g  mencari  kota  nama  yg  spesifikhanya menu kota    memcari hotel disekitar   taman safar  bisawaktu menunggu status  selesai membayar lumayan "
"2594"," beli tiket  pedan hotel  kota tujuan  repot  terima kasih"
"2595","aplikasinya mudah  simple   promonya"
"2596","alah gua udah transfer belom  terima  nyari fiture live chat ga adanyoba telfon  dimatiin payah banget dah makan tuh duit gua pindah  traveloka aja mending"
"2597","mempermudah pesanan tiket pesawat dll tingkatkn lg promonya"
"2598","mantap tiket last minute    recomended  aplikasi sebelah kehabisan tiket good job"
"2599","sumpah gaje banget pas pilih metode pembayaran   tulisan yah   koneksi internet"
"2600","  suka pake tiketdotcom  mudah cari hotel  tiket pesawat murah   kereta api ga  antri  stasiun"
"2601","harga termurah aplikasi simple proses cepat  fasilitas check in on line blm tersedia"
"2602","banyakin promo potongan harga ya    membantu d  harga   "
"2603","gaya klau  iklannya murah pas  donwload harga tiketnya mahal   jujur aja deh sesuaikan aja harga  iklan   aplikasi"
"2604","hbs  upgrade  g  kebuka  hotelnya mw lht hotel  pesan tdk "
"2605","aplikasi  bermanfaat bangetmemudahkan   beli tiketharga  murah  slalu  harga promo diskon"
"2606"," kode promo  aplikasi  muka  bagus"
"2607","aplikasi mudah   fitur smakin lengkap"
"2608","aplikasi  mempermudah   traveling seksea  tiket com"
"2609","perjalanan   mudah  menyenangkan tiket pesawat jg  murah   banjiri   promo menarik"
"2610","bagus deh  pesan tiket kereta pake aplikasi   diskon  makan minum lg saran  mending harga murah  laku  drpd harga mahal  gak lakuterimakasih"
"2611","pelayanan cepatdan mudah   pemesanan tiket pesawat fasilitas bagasi     penjelasanjadi  orang  memesan  bingung   fasilitas bagasi    pesawat  adakok   inibukan bagasi tambahan loh   maksud terimakasih"
"2612"," lihatlihat harga tiket pesawat  promonya lage "
"2613","aplikasi bagus cepat akurat  alokasi hotel hotel blm  termuat dlm aplikasi  ditingkatkan lgi"
"2614","oke oke  oke kalo   pembayaran  perpanjang   klik bayar"
"2615","mantul mantap   menginap  bintang nya ta     mengecewakantks"
"2616","menu mudah  murah proses cepat tinggal klik sukaaa"
"2617","aplikasi gak berfaedah pesen tiket kereta gak   pilih detail kecewa "
"2618"," membantu tolong  promo meenarik  tiket pesawatnya   membantu banget"
"2619"," membantu semoga     pelayanan  online  ofline"
"2620"," kali  instal aplikasi   tetep aja gak    ni  suruh ikutin perunjuk  tetep aja ni  gak  la  instal aja gak  gimana  tau performa  aplikasi     udah kayak gini"
"2621","udah bayar tp  pembayaran gagal udah kirim bukti pembayaran via email tp sampe  blm  konfirmasi gimana nih pdhal kalo  traveloka langsung  konfirmasi kalo udah kirim bukti pembayaran mohon respon secepatnya  edit  komplain  konfirmasi berkali via email  etiket ku dikirim  saran  yg  komplain   via dm facebook krna  cepat respon"
"2622"," membantu saran kalo kasih promo yg  dipakaidinikmati donk  kasih promo  susah mendapatkannya btw  membantu  gak ribet"
"2623","aplikasi yag  membantu memudahkan  pencairan tiket"
"2624","maaf  menghapus aplikasi   wujud keprihatinan  keluarnya air asia monopoli lion air  kuat kali ya persaingan gak sehat"
"2625"," maskapai citilink    promo nya   kalw pesawat nya    epay bri   ilangin    aman langsung terkonfir udah kapok pakai briva  nyangkut  klaim uang  upaya yng melelah  menguras pulsa  habis pulsa ribu seharus nya briva yg  hapus"
"2626","applikasi nya  membantu  harga tiketnya ngerogoh kantong   "
"2627","aplikasi  bagus  cepat     pas  lelet  terbantu  aplikasi  cuman  diskon  voucher    hehehe he"
"2628","  coba     update sinyal bagus paketan   g  cari tiket"
"2629"," kecewa    sukses pembayaran tiket tinggal gak   gak  tiket gak  dikeluarin   kecewa gak  memproritaskan yg  bayar sangatt kecewa"
"2630","data pemesan  tersimpan jd  pesan tiket hrs mengulang mengisi data bikin kesal aja apalgi  hrs mengetik no identitas jdi ribet coba  perbaiki data  tersimpan biar sma dgn traveloka kompetitor nya"
"2631","    tdk  cari tiket kereta utk keberangkatan tgl juni   coba cari utk tgl   maret dibilang nya maaf   menemukan    cari  aplikasi  error  susah nyari tiket utk arus   kayak gini"
"2632"," terbantu mudah    tiket cepat   diskon"
"2633","    pesan tiket slalu muncul tulisan eror    mengisi data   sesuai ktp ga ngerti  deh   gimnaa tolong bantuan nya trimakasih"
"2634","udah transfer  atm  nunggu  jam transaksi gagalbayar mahal lagipadahal pemberangkatan kereta  tanggal juni   gimanacara penyelesaian nyaagar tiket kereta  dipake atw dikembalikkan  uangnya"
"2635","  pesan error  yah   aplikasi tertera kursi  banyakmohon   perbaiki pelayanannya terimakasih"
"2636","mohon  dipermudah  udah mesen tiket ka  eror trus dipencet  kali mohon nunggu hasil nya gak dapet "
"2637"," membantu  kondisi mendesak  harga  relatif murah  banding si biru sebelah pertahankan  yah kualitas nya kalo  pembayaran  indomartalfamart  tersedia   lokasi "
"2638","versi barunya  mantapnomor virtual tdk muncul d my orderhanya   d email itupun emailnya kadang telat  bookingan kitet  cancel  email virtualnya terkirim"
"2639"," pulang  susa mencarj tiket tiket  mahal  orang  susa mencari tiket  harapan orang  muuda  gampang  muda    mase mahal  susa  jangkao "
"2640","harga nya kereenn euyyy ditengah harga tiket yg selangit pokoknya tetep pertahanin kualitas pelayanan dgn promonya ya"
"2641","terima kasih  layanannya  update  stabil  pembelian tiket kereta api arus pulang   lebaran"
"2642"," murah  treveloka   saingannya skrg yachhahaha"
"2643","mudah pemesanan tiketnya  mudah sistem pembayarannya"
"2644","mohon penukaran hadiah tix poinnya dibagusin   hadiahnya    pesen hotel  poinnya ga  reward yg bagus"
"2645","aplikasi  mudah   membantu voucher diskonnya bikin happy"
"2646","bagus mudah murah hrganya  byk promonya thx"
"2647","akun   hack  pemesanan yg   lakukan   tix point    kecewa krn sy sdh mengumpulkan tix point   fitur keamanannya tolong ditingkatkan"
"2648"," mengisi nama sesuai ktp   gak sesuai  disuruh nulis kali nama "
"2649","pengembalian refund uang transaksi yg mengalami kegagalan    menunggu     pesan tiket yg   uang   hak     tlp  kali berturutturut  disuruh menunggu   tlp  hrs konfirmasi ulang data   kehabisan saldo pulsa bukalapak   gagal transaksi  langsung refund    menit uang   uangnya dipakai     batas refund    aneh "
"2650","sulit   promo discount   kali diklik   muncul kode promo"
"2651","iklan  sesuai  install harga  iklan murah    install harga  sesuai  iklan nya"
"2652","  memesan tiket mudik lebaran  tampilan   tersedia kursi  giliran dibooking ga  muncul keterangan error booking   penjualan   kursi tersedia ngacoo aplikasinya"
"2653","  harap  tiket kereta lebaran dr aplikasi  permainan  kunyuk  penjualan tiket "
"2654","gampang pesennya  promo hemat  banget"
"2655","transparan simple  poin  dikumpulin lamaaaaaa  ga  cemas  kadaluarsa ato ilang nice apps"
"2656","aplikasinya user friendly sekedar saran  pencarian hotel     kota  venue airport stasiun dll  mudah cari hotel  airport "
"2657","apaandi iklan  san tiket pesawat nya udah  buka  pesan jutaanbanyak bohong nya iklan nya bagus ngak kasih iklan bikin kesal aja ni"
"2658","  pesan tiket kereta api knp susah bgt ya  keterangan  layar kereta tersedia tp pas  klik pilih kursi tulisannya penuh gmn  tolong  jgn permainkan "
"2659","heran  pilihan tertera harga yg murh  kereta  daerah giliran  klik kursi penuh  dipajang    bikin buang   nge klik kalo   habis ya   pampang  pilihan kereta "
"2660"," pesen tikey   situ tertera   eh pas udah ngisi data kursi penuh huuu payahh kaga danta aplikasinya"
"2661"," ditingkatkan  promo pelayanannya   mudah    fitur check in online nya"
"2662","aplikasi keren  membantu  promonya  semoga kedepan   promo menarik"
"2663","  kereta  isi data pas pilih  kursi error"
"2664","  ya    pesan tiket lebaran  pagi paginya kadaluarsa     bayar mahal barkode nya hilang"
"2665","baguus gampang   krtik  eror disana terbaca nama kereta tp  dipesan  penuhseharus  info sdh penuhdan  janggal masak iya jam menunggu tanggal muncul  muncul jam sdh penuh  orang  pemesanannya  batak  tiketsemoga     kompetitor "
"2666","diskonnya mantap  ga  missed d hotelnya ga kaya app sebelah ud bbrp kali pesan hoteltp pas konfirmasi k hotel blm  pesanan"
"2667"," kali beli tiket dr app  x    memajukan jam terbangpadahal  uda oke dg jam yg  pilihampun dehsemoga  perubahan  ya min"
"2668","kesel  aplikasi  tertera  tersedia kursi    pesan  penuh  cek lg  tersedia kursi pas  pesan penuh g ngerti  update nya   cepet ato gimna kesan nya  php in customer"
"2669","aplikasinya user friendly semoga promo diskonnya    ya "
"2670","gimana   tiket promo nya  udah salin tiket promo nya  pas pembayaran tetep segitu aja harga nya gak berubah"
"2671","tiket pesawat airasia tujuan medan yogya   munculmohon   perbaiki kakairasia pilihan utama"
"2672","tambahin tiket kapal laut donk minindonesia  transportasinya g cuman darat  udara  transportasi laut jugasemoga    kedepannyakalo uda lengkap  instal  nih aplikasi"
"2673","respon  cepat  pesanan kursi    pemesanan habis positifnya langkah  ribet"
"2674","  nyaman pakai   traveloka diskon    harga  bersaing"
"2675","kai susah  aplikasi   ya tingkatkan  bos  kasih bintang     lebaran susah   aja   terbuktikan"
"2676","udah bagus  tolong ditambah tiket bus antarkota tiket kereta bandara  tiket kapal laut    sewa truk  bikin aplikasi tiket  tanggungtanggung"
"2677"," membantu pekerjaaan    butuh fitur opsi tambahan  checkin online refund reschedule   menelpon customer service  aplikasi tetangga sebelah "
"2678","kecewa bgts sma aplikasi  udah  smw data   gk  dipesen tiketnya  kecewa bgts pkok e gk cepet masak beli tiket nunggu kecewa aplikasi gk berguna kecewa pwoollll stiap pesen sllu gk    cma  beli tiket lebaran susahnya  ampun yg alasanya  antri    kecewa  pakai apliksai "
"2679","kecewa  login aplikasi jam pencet pilih kursi   jam  loading permintaan    proses  menit  tunggu  error kode booking"
"2680","pengalaman  pesen tiket kereta cepet responnya  msh  kebingungan  atur ulang cari  duduk  pesennya   kursi"
"2681","mantaff  diskonannya  kembangkan    kalah  toko sebelah"
"2682"," susah  coba cari tiket kereta api permintaan   diproses trs  pagi  koneksi internet  bagus buka aplikasi yg  jg lancar mengecewakan"
"2683","mempermudah pemesanan tiket transportasi  penginapan"
"2684","bagus  ditambah fitur cek in pesawat"
"2685","  ya   pembayaran  eror    keburu kehabisan tiket kereta parah"
"2686","aplikasi ok   kereta yg  peminatnya berkali pilih kursi  penuh  ditingkatkan  terima kasih"
"2687"," banget pas pilih kursi giliran  menu error atw full booking  mudah  susah pesen online mohon pencerahan nya"
"2688","biodata   ketik ulang mulu  save permanen  yg bikin kehabisan tiket kereta tolong  perbaiki"
"2689","  perbaikan sistem mantul deh penuh inovasi  pelayanan tour n travel online  mudah n cepat"
"2690","cepat mantap mudah  menyenangkan ok semoga  sukses   promonya"
"2691","cari tiket kereta  tgl juni tulisannya rute  tersediasistem  erorr yatolong  diperbaiki dongnanti bintangnya ditambahin klo udah bener sistemnya"
"2692","harga nya bersaing dgn kompetitor  jgn  aja buatlah trobosan "
"2693","aplikasinya pembohong masak harga yg  klik berbeda  harga  muncul"
"2694","aplikasi yg     membantu masyarakat  bepergian  menginap"
"2695"," pembayaran tiket kereta api  batas  abis    kode booking  pesanan kadaluwarsa  live chat cs    tindakan     mempermainkan hak konsumen   dituntut lho"
"2696","aplikasi  bagus    perjalanan  mudah"
"2697","niat jualan gak sih  app udah pesan tp      pembayaran aplikasi aneehhhh"
"2698","  tiketcom  x booking tiket mudik kereta sll  tiketnya semenjak  pesan tiket kereta diluar musim mudik   tiketcom  sayang   pesan tiket mudik kereta tdk   dimana  menunggu    menit  hitungan detik habis   klik   menunggu  tiketcom  menunggu   kabar  habis    menit untung  hp    pake traveloka dapet tiket kereta eksekutif deh"
"2699"," mengecewakanorder hotel  transfer   dikonfirm  menunggu  banget  lobby hotelsampai pesanan kedaluarsa telp cs berkali no response not recomended"
"2700"," mudah  pengoprasian harga  murah walapun dikit"
"2701"," murah cepat verifikasi nya pokoke top "
"2702","oke banget fitur notifikasi via wa  membantu"
"2703"," nanya   klik cari kereta  stasiun karawang  stasiun lempuyangan   bacaan maaf   menemukan yg  cari mohon penjelasanya"
"2704","memudahkan pemesanan tiket  promo user friendly semoga  aplikasi no  indonesia"
"2705","    seneng booking hotel     murah ketimbamg aplikasi      mahal"
"2706","bonus  promo  biasatingkatkan  bonus  promo nya    beli tiket kereta eksekutif  ribu "
"2707"," bagus kalo  pesen tiket coba tambahkan fitur  beli pulsa dll  bagus "
"2708","  gak recommended bnyak kekurangan bnyak kebijakan yg gak d tampilkan    blm bayar  bayarbaru ad kbijakan yg merugikan  booking tiket keretasudah bayaretiket gk kluarpagi nya  notif klo pemesanan gagal d prosesstelah telp csproses refund hri stelah it sya kehabisan tiket kreta booking hotelsblum bayargak  kebijakan d deskripsi hotelnamun stelah bayarbaru  smua kebijakan n it gak bsa d refund klo  cancel"
"2709","pembelian tiket  aplikasi   membantu  cepat  praktis"
"2710","tolong   up date aplikasi kasian konsumen yg perangkat nya tdk  memadai  tdk jd beli mnggunakan aplikasi yg lainmohon dperhatikn mnagemen tks"
"2711","aplikasi mantap  turun tiket pesawat nya"
"2712"," proses   memilih kursi     menunggu   eror    tiketnya   kouta kursinya tolong  perbaiki secepatnya"
"2713","  respon   kirim email  tiket com  tiket com  bagus sih   booking hotel villa  murah    adakan promo ya tiket com is the best"
"2714"," membantu  perbandingan harga  relatif  murah d bandingkan aplikasi "
"2715","diskon nya   pesan hotel  amerika   dipakai diskonnya hemat total  juta "
"2716"," jam  cari tiket kai  aplikasi   tiket   klik nama kereta   muncul      dibuka  order    nama kereta   cari muncul  tiket  fuul book  dibayangkan  pemilik aplikasi  berjuang  jam   order tiket lebaran   ribuan orang mencari didetik     aplikasi  konsisten kadang  kadang   kecewa"
"2717","promo    tiket  murah dibandingkan app  thanks"
"2718","tiket murah byk promo  gampang cepat bookingnya saran  menyediakan bayar ditempat"
"2719","aplikasi gak  yg bener hp  pesan tdk  yg dapetyg email salah lahyg pasworld salah lahpadahal email  pasworld aktifyg bener yg  inidasar aplikasi calo"
"2720","suka banget lengkap  promo liburan n traveling  mudah  genggaman boo"
"2721","  membantu   aplikasi  teruztpi kenpa  tikettiketnya  mahal sekarng tolong  konfirmasikan  maskapai nya"
"2722"," menawarkan harga    disc  bonus point nya penyemangat   transaksi kalopun  kendala cs nya  ramah membantu  proses     kalo   tingkatkan  reward  nya "
"2723","perbanyak  promo diskon  hadiah menarik  tingkatkan  unt  no "
"2724","mantap krn stiap   promonya beda ama yg sebelah"
"2725","aplikasi yg  membantu utk traveling   diskon  mudah "
"2726"," diskon  yg terpenting pk kode diskon pointnya tetep dapet jgn sampe diilangin y slalu jd aplikasi  yg dipilih utk traveling"
"2727","mudah  proses cepat harga  murah "
"2728","bagus   membantu coba  ukuran kamar  hotel  bagus "
"2729","promonya    maskapai     promo   maskapai   mantap"
"2730","harga kompetitif  mudah pembayarannya"
"2731","mudah cepat   promo semoga promo    bernilai "
"2732","aplikasinya bagus cepat mudah   promo nya "
"2733","pemesanan mudah metode pembayaran mudah  mudah      tampilan  memilih hotel  terperinci  pesawat   contoh  fasilitas  pesawat   semoga kedepannya  update  detail  mempermudah konsumen  memilih terima kasih"
"2734","mantap sukses  tiket com aplikasinya main   suka  penambahan pemberitahuan    halaman utama"
"2735","mantap perbanyak promo pesawat nya ya"
"2736","pemesanan tiket kereta  gak h ya   feb   maksimal pesan tgl mei  yg  tgl mei sesuai  app resmi kai"
"2737","pemesanan apapun tiket pesawatka  reservasi hotel mudah promo diskon yg   jg bikin happy"
"2738","   cepat respondnya   hp tp   lap top  lambat"
"2739","kerenharga  murah  aplikasi lainnyaterus  harga termurah  promo "
"2740","bagus sih  kadang harga  kalender  harga  closing beda promo  kode promonya kadang g  dipakek  iming iming doang"
"2741","lumayan ok sih harga tiket pesawat  hotelnya plus byk diskon  promo gt cuman kdng  mahal "
"2742","lucu sj  daftar tanggal yg mw  beli harga tike murahpas  klik mw beli harga  berubah naiktp klo  lihat harga  kalender  murahsungguhmengecewakandi iklan byk promo murah tp aslinya  msh mahal"
"2743"," bermanfaat disaat  perjalan liburan  terimakasih"
"2744","sorry aq edit  kecewa bgt  aplikasi   beda bbrapa dtik harga brubah drstis"
"2745"," iklan murah  aplikasi  buka beda  banget  emang gt  menarik konsumen"
"2746","udh pesen tiket pesawat transit pas  check in tiket ga  dipake  skli deh make ni app uang ga  "
"2747","mudah cepat harga bersaing   disc nya"
"2748","aplikasi yg  direkomendasikan utk pemesanan pesawat hotel"
"2749","aplikasinya keren  pendebetan via visa   secure  otp dibanding pesaingnya yg kedebet langsung  otp  gagal pesan  uang terdebet "
"2750","pertahankan yg  upgrade yg msh   upgrade keep fighting"
"2751","udah dibooking eh  cepat harga berubah  iklan jago sekalk  harga murah"
"2752","ditambah   diskon tiket pesawat nya   singkat"
"2753","aplikasi nya sngt membantu bs dpt kmr hotel yg bagus dg hrg yg murah"
"2754","tiket  murah  online yg  diperbanyak   promo  diskonnya"
"2755","aplikasi    pakaikenapa  kasih bintang   cek penukaran pointnya  ga  pilihan tukar  voucher ya    ampe dapet diatas voucher  tuker    ditiadakan"
